,launch,year,date,kms,points,dep,flight type,pilot name,take off,landing,dist1,dist2,dist3,dist4,route,cat,wing,speed,duration,max alt,BD,lat BD,lon BD,time BD,BA,lat BA,lon BA,time BA,sex
168,floirac,2014-2015,17/05/2015,43.87,43.87,46,Dist 2 pts,Paul BARRAULT,Floirac (46),SE Marcilhac sur célé,0.82,41.57,1.53,0.0,Floirac (46)=>SE Marcilhac sur céléSoult (46)-Brengues,C,Ucross,22.3,2.0,1936.0,Soult,44896.0,164703.0,1431865698.0,SE Marcilhac sur célé,445443.0,180473.0,1431872770.0,male
169,floirac,2014-2015,17/05/2015,73.88,73.88,46,Dist 2 pts,Roland DOLIQUE,Floirac (46),Morlhon le haut,0.95,1.64,71.37,0.0,Floirac (46)=>Morlhon le hautSoult-Soult (46),bi,Sora Biplace,22.5,3.3,1789.0,Floirac (46),448981.0,165388.0,1431863508.0,Vallée Foussac,443322.0,206215.0,1431875340.0,male
170,floirac,2014-2015,17/05/2015,74.52,74.52,46,Dist 2 pts,Cyrille KIRCHHOFF,Soult - Floirac (46),Compolibat,34.33,26.06,14.21,0.0,Soult - Floirac (46)=>Compolibatsud est livernon-Peyrusse-le-Roc,C,Artik 3,27.4,2.7,1685.0,Soult,448966.0,16491.0,1431862066.0,Compolibat,44365.0,217833.0,1431871842.0,male
171,floirac,2014-2015,17/05/2015,27.19,27.19,46,Dist 2 pts,Georges BRISSE,Floirac (46),Durbans,1.14,1.36,24.72,0.0,"Floirac (46)=>DurbansSoult, bois de Turenne-Soult (46)",C,Aspen 3,19.5,1.4,1793.0,Soult (46),448993.0,165415.0,1431872222.0,Durbans,446988.0,178277.0,1431877242.0,male
172,floirac,2014-2015,23/06/2015,16.06,16.06,46,Dist 2 pts,Bernard PRADINES,Floirac (46),Lavergne,0.88,14.48,0.71,0.0,Floirac (46)=>LavergneSoult-Mayrinhac-Lentour,C,Eagle 2,13.7,1.2,0.0,Soult (46),449007.0,165657.0,1435058640.0,Lavergne,448095.0,177827.0,1435062870.0,male
173,floirac,2014-2015,23/06/2015,16.06,16.06,46,Dist 2 pts,Fernand TAPIE,Floirac (46),Lavergne,0.88,14.48,0.71,0.0,Floirac (46)=>LavergneSoult-Mayrinhac-Lentour,B,Sprin Evo,13.7,1.2,1232.0,Soult (46),449007.0,165657.0,1435058640.0,Lavergne,448095.0,177827.0,1435062870.0,male
174,floirac,2014-2015,17/06/2015,23.59,23.59,46,Dist 2 pts,Stephane CLAVERIA,Floirac (46),issendolus,0.66,21.3,1.65,0.0,Floirac (46)=>issendolusSoult-issendolus,C,Sigma 9,16.8,1.4,1857.0,Floirac,448987.0,165433.0,1434540724.0,issendolus,447411.0,180555.0,1434545780.0,male
175,floirac,2014-2015,20/06/2015,31.11,31.11,46,Dist 2 pts,Roland DOLIQUE,Floirac (46),Viazac,4.21,0.43,26.51,0.0,Floirac (46)=>ViazacAuriac-Auriac,bi,Sora Biplace,27.8,1.1,1924.0,Floirac,448989.0,165375.0,1434805177.0,Viazac,446604.0,18296.0,1434809209.0,male
176,floirac,2014-2015,23/06/2015,16.06,16.06,46,Dist 2 pts,Jean-marc ESTIVAL,Floirac (46),Lavergne,0.88,14.48,0.71,0.0,Floirac (46)=>LavergneSoult-Mayrinhac-Lentour,B,Spantik,13.7,1.2,0.0,Soult (46),449007.0,165657.0,1435058640.0,Lavergne,448095.0,177827.0,1435062870.0,male
177,floirac,2014-2015,20/06/2015,64.33,64.33,46,Dist 2 pts,Emmanuel ARTAL,Floirac (46),Martiel,0.98,56.99,6.43,0.0,Floirac (46)=>MartielSoult (46)-Puyjourdes,B,Mentor 2,29.5,2.2,1954.0,Soult,448963.0,164438.0,1434803449.0,Martiel,44372.0,192077.0,1434811288.0,male
