,launch,year,date,kms,points,dep,flight type,pilot name,take off,landing,dist1,dist2,dist3,dist4,route,cat,wing,speed,duration,max alt,BD,lat BD,lon BD,time BD,BA,lat BA,lon BA,time BA,sex
1049,millau,2017-2018,03/08/2018,19.37,23.25,12,triangle,Michel VAYSSE,Millau Puncho,La Grauffesenque,3.01,6.84,9.51,0.0,0,B,Epsilon 8,18.2,1.1,1237.0,Pouncho,441102.0,310115.0,1533315379.0,La Grauffesenque,440974.0,30908.0,1533319220.0,male
1050,millau,2017-2018,04/08/2018,56.02,56.02,12,Dist 3 pts,Thierry CAPERAN,Millau Puncho,Saint Privat,2.86,8.89,10.05,34.18,0,D,Peak 2,20.3,2.8,2593.0,Solanes,441265.0,308562.0,1533382912.0,Saint Privat,438674.0,330898.0,1533392841.0,male
1051,millau,2017-2018,04/08/2018,57.07,57.07,12,Dist 3 pts,Patrick PRUVOST,Millau Puncho,La Bergerie,13.18,14.09,28.71,1.05,0,C,Delta 2,34.1,1.7,2821.0,Millau Puncho,441138.0,31018.0,1533388864.0,La Bergerie,438184.0,353268.0,1533394896.0,male
1052,millau,2017-2018,05/08/2018,40.31,56.43,12,triangle FAI,Yannick HUDREAUX,Millau Puncho,La Grauffesenque,11.3,13.28,15.69,0.0,0,D,Zeno,16.2,2.5,3114.0,Falaise,441221.0,31152.0,1533476447.0,Rond-point de Cureplas,441045.0,308692.0,1533485399.0,male
1053,millau,2017-2018,05/08/2018,22.82,31.95,12,triangle FAI,Emmanuel QUETELARD,Millau Pouncho Ouest,Millau Plage,10.01,6.41,6.39,0.0,0,B,Comet 2,16.3,1.4,2579.0,Carbassas,441354.0,311293.0,1533469407.0,Millau Puncho,441151.0,308887.0,1533474437.0,male
1054,millau,2017-2018,03/08/2018,56.54,79.15,12,triangle FAI,Alain PEREIRA,Millau Pouncho,Millau Plage,15.85,24.81,15.84,0.0,0,D,King,13.6,4.1,3394.0,Pounche déco,441098.0,310238.0,1533297280.0,Millau centre,441138.0,307348.0,1533312209.0,male
1055,millau,2017-2018,10/08/2018,18.94,22.73,12,triangle,Jean-pierre MONTUELLE,Millau Puncho,Millau Puncho,7.55,2.31,9.07,0.0,0,B,Buzz Z5,10.9,1.7,1740.0,Carbassas,441352.0,311415.0,1533908640.0,Millau Puncho,441161.0,308805.0,1533914896.0,male
1056,millau,2017-2018,11/08/2018,15.39,18.47,12,triangle,Jean-jacques CANTAGREL,Millau Puncho,Millau Plage,7.44,2.95,4.99,0.0,0,B,Epsilon 8,24.5,0.6,1606.0,Falaise,441265.0,311967.0,1534001128.0,Millau Plage,441152.0,30864.0,1534003392.0,male
1057,millau,2017-2018,16/08/2018,71.11,99.55,12,triangle FAI,Daniel VANDENBERG,Millau Pouncho,Millau Puncho,19.9,19.91,31.25,0.0,0,D,mantra 6,20.8,3.4,2783.0,Pouncho déco,440888.0,308967.0,1534419748.0,Millau Plage,441151.0,30875.0,1534432032.0,male
1058,millau,2017-2018,19/08/2018,17.83,21.39,12,triangle,Jean-jacques CANTAGREL,Millau Puncho,La Grauffesenque,7.29,2.02,8.51,0.0,0,B,Epsilon 8,12.2,1.5,1920.0,Falaise,441185.0,311452.0,1534686764.0,La Grauffesenque,440987.0,309073.0,1534692043.0,male
